5   3.21405
7   3.22540
9   3.26791
13  3.36355
17  3.48854
21  3.61338
25  3.72112
29  3.80413
33  3.86599
37  3.90707
41  3.93729
45  3.95751
49  3.96706
53  3.97005
57  3.97877
61  3.98939
65  3.98926
